English Comments,Translate Comments
schutte dramatic snapshot of the artist three days before his death offers an interesting bit of speculation as to the issues brecht faced as his life drew to close,ነፍሱን ዝጋ ማንዣበብ የአርቲስት schutte ድራማዊ ቅጽበተ ሦስት ቀናት ሞት ቅናሾች በፊት ጉዳዮች እንደ ግምታዊ የሆነ ሳቢ ትንሽ የሚያጋጥሙ brecht
slick engrossing melodrama,ውስጥ በመዘፈቅ engrossing melodrama
s1m0ne satire is not subtle but it is effective it quirky off beat project,s1m0ne ቧልት ስውር አይደለም ነገር ግን መተዋወቅ ምት ፕሮጀክት ለማጥፋት ውጤታማ ነው
while some will object to the idea of vietnam picture with such rah rah patriotic tone soldiers ultimately achieves its main strategic objective dramatizing the human cost of the conflict that came to define generation,አንዳንዶች እንዲህ የዲቦራ የዲቦራ የአርበኝነት ቃና ወታደሮች ጋር ቬትናም ስዕል ያለውን ሃሳብ የሚቃወሙ ሳለ በመጨረሻ አስመዝግቧል በውስጡ ዋና ትውልድ ለመግለጽ የመጣው ግጭት የሰው ወጪ በድራማ ዓላማ ስትራቴጂያዊ
even if you don know the band or the album songs by heart you will enjoy seeing how both evolve and you will also learn good deal about the state of the music business in the 21st century,የ ባንድ ወይም በዝግመተ ሁለቱም እናንተ ደግሞ በ 21 ኛው ክፍለ ዘመን ውስጥ የሙዚቃ የንግድ ሁኔታ ስለ መልካም ነገር መማር እንዴት ማየት የሚያገኙትን ልብ በ አልበም ዘፈኖች ማወቅ የለህም እንኳ
the solid filmmaking and convincing characters makes this high water mark for this genre,ጠንካራ filmmaking እና አሳማኝ ገጸ ለዚህ ዘውግ ይህን ከፍተኛ የውሃ ምልክት ያደርጋል
films about loss grief and recovery are pretty valuable these days seen in that light moonlight mile should strike nerve in many,ኪሳራ በሐዘን እና ማግኛ ፊልሞች ብዙ የነርቭ ይመታል እንዳለበት ብርሃን ሞገዱ ማይል ላይ የታዩት እነዚህ ቀናት ቆንጆ ጠቃሚ ናቸው
it endlessly inventive consistently intelligent and sickeningly savage,ይህ ማለቂያ በወጥነት ብልህ እና sickeningly ጨካኞች inventive
it is definitely worth seeing,ይህ የሚያስቆጭ ተመልካቹ ነው
an impeccable study in perversity,አናደዳቸው ውስጥ እንዲያተርፉ ጥናት
far from heaven is dazzling conceptual feat but more than that it work of enthralling drama,ሩቅ ከሰማይ ጽንሰ የምሕንድስና ግን በጣም የሚያስደንቅ ነው ይህ ድራማ ማራኪና ቀልብ ውስጥ የሚሰሩ በላይ
stuffed to the brim with ideas american instigator michael moore film is rambling examination of american gun culture that uses his usual modus operandi of crucifixion through juxtaposition,ሐሳቦች የአሜሪካ ቆስቋሽ ማይክል ሙር ፊልም ጋር ሙሉአቸው አጭቃ juxtaposition በኩል ስቅለት የእርሱ የተለመደው ሞደስ operandi የሚጠቀም የአሜሪካ ሽጉጥ ባሕል ምርመራ rambling ነው
affectionately reminds us that in any language the huge stuff in life can usually be traced back to the little things,የፍቅር በማንኛውም ቋንቋ ሕይወት ውስጥ ግዙፍ ነገሮች ብዙውን ጊዜ ጥቂት ነገሮች ተመልሰው በመነጩ ያስታውሰናል
drama of great power yet some members of the audience will leave the theater believing they have seen comedy,የልዩ ኃይል ድራማ ገና አንዳንድ የአድማጮቹ አባላት አስቂኝ ሆነው የሚያምኑትን የሚያምኑት ቲያትር
the large frame imax camera lends itself beautifully to filming the teeming life on the reefs making this gorgeous film must for everyone from junior scientists to grown up fish lovers,ዓሣ አፍቃሪዎች ያደጉት ወደ ትልቅ ፍሬም አይማክስ ካሜራ መለስተኛ ሳይንቲስቶች ከ ለሁሉም ይህን የሚያምር ፊልም የግድ በማድረጉ የሚያጠምዱት ላይ ለሚኖሩ ህይወት ሲቀርጹ ወደ በሚያምር በራሱ ያበድራል
the result is more depressing than liberating but it never boring,ውጤት ይበልጥ ነፃ በላይ የሚያስጨንቅ ነገር ግን ፈጽሞ አሰልቺ ነው
story about intelligent high school students that deals with first love sweetly but also seriously it is also beautifully acted,sweetly የመጀመሪያ ፍቅር ጋር ድርድር ሳይሆን በቁም ደግሞ ውብ እርምጃ ነው ብልህ የሁለተኛ ደረጃ ትምህርት ቤት ተማሪዎች ስለ ታሪክ
it isn that the picture is unfamiliar but that it manages to find new avenues of discourse on old problems,ሥዕሉ ያልተለመደ ነገር ነው ግን በአሮጌ ችግሮች ላይ አዲስ የንግግር አደንዛዥ ነገሮችን ለማግኘት የሚያዳግት ነው
same song second verse coulda been better but it coulda been worse,ተመሳሳይ ዘፈን ሁለተኛው ጥቅስ coulda የተሻለ የነበረ ቢሆንም coulda የባሰ
it technically superb film shining with all the usual spielberg flair expertly utilizing the talents of his top notch creative team,ይህ ሁሉ ጋር expertly የእሱን ከላይ እየፈተለች ፈጠራ ቡድን ታላንት በመጠቀም በተለመደው ስፒልበርግ መፈታታትና የሚያበራ በቴክኒክ ግሩም ፊልም
wilco fans will have great time and the movie should win the band few new converts too,wilco ደጋፊዎች ብዙ ጊዜ ይኖራቸዋል እና ፊልም በጣም የባንዱ ጥቂት አዳዲስ አማኞችን ማሸነፍ አለበት
tsai has well deserved reputation as one of the cinema world great visual stylists and in this film every shot enhances the excellent performances,tsai በሚገባ ሲኒማ ዓለም ታላቅ የእይታ ከስታይሊስቶቻችን አንዱ እንደ ዝና ተገቢ ሲሆን በዚህ ፊልም ውስጥ እያንዳንዱ ምት ግሩም አፈፃጸም እንዲጎለብቱ
the date movie that franz kafka would have made,ፍራንዝ kafka አድርገዋል ነበር ቀን ፊልም
the fact is that the screen is most alive when it seems most likely that broomfield interviewees or even himself will not be for much longer,እውነታ ይህ አይቀርም ቃለ ምልልስ የተደረገላቸው broomfield ወይም እንኳ ራሱን ብዙ ከአሁን በኋላ ለ አይሆንም ይመስላል ጊዜ ማያ በጣም ሕያው መሆኑን ነው
leguizamo and jones are both excellent and the rest of the cast is uniformly superb,leguizamo እና Jones ሁለቱም የሚሻለውን እና የ cast የተቀረው ተሰጥኦና ግሩም ነው
liked this film lot,ይህ ፊልም ብዙ ወደውታል
there is enough originality in life to distance it from the pack of paint by number romantic comedies that so often end up on cinema screens,በጣም ብዙ ጊዜ ሲኒማ ማያ ገጾች ላይ መጨረሻችሁ ቁጥር አስቂኝ የፍቅር በ ቀለም ያለውን ፓኮ ከ ሊያርቀው ወደ ሕይወት ውስጥ በቂ አመንጭቶ አለ
solid and refined piece of moviemaking imbued with passion and attitude,ስሜት እና አመለካከት ጋር የተሞሉና moviemaking መካከል ጠንካራ እና የነጠረ ቁራጭ
nettelbeck has crafted an engaging fantasy of flavours and emotions one part romance novel one part recipe book,Nettelback የአንድ ጣዕም ፍሎራይተሮች እና ስሜቶች አንድ ክፍል አዲስ የአንዱ ክፍል የምግብ አዘገጃጀት መጽሐፍት አሳሳቢ ቅ fant ት አሳሳቢ ቅ as ት ነው
with or without the sex wonderful tale of love and destiny told well by master storyteller,ወይም የፍቅር እና እጣ ያለውን ጾታ አስደናቂ ተረት ያለ ዋና ተረቶችን ​​በ በሚገባ ነገረው
on the surface silly comedy scotland pa would be forgettable if it weren such clever adaptation of the bard tragic play,ይህም bard አሳዛኝ ጨዋታ ውስጥ ያሉ ብልህ መላመድ አላገኙም ከሆነ ላዩን አዝናኝ ኮሜዲ ላይ ስኮትላንድ ፓ forgettable ይሆናል
weird arresting little ride,እንግዳ በቁጥጥር ትንሽ ግልቢያ
fine film but it would be lot better if it stuck to betty fisher and left out the other stories,ጥሩ ፊልም ግን ዕጣ የተሻለ Betty ፊሸር የሙጥኝ ከሆነ መሆን እና ሌሎች ታሪኮችን ወጥተው ይቀራል ነበር
first class road movie that proves you can run away from home but your ego and all your problems go with you,ከመካከለኛ የመሮጥ የመማሪያ ፊልም ግን ከቤታቸው ሊሸጡዎት የሚገቡት የመጀመሪያ ክፍል የመንገድ ፊልም ነው ነገር ግን የእርስዎ ግዛት እና ችግሮች ሁሉ ከእርስዎ ጋር ይሄዳሉ
you might want to take reality check before you pay the full ticket price to see simone and consider dvd rental instead,እርስዎ ሙሉውን ትኬት ዋጋ መክፈል በፊት ሲሞን ለማየት እውነታ ቼክ መውሰድ ፋንታ ዲቪዲ ኪራይ ግምት ውስጥ ይፈልጉ ይሆናል
well cast and well directed powerful drama with enough sardonic wit to keep it from being maudlin,በደንብ ይጣላል እና ደህንነት maudlin ከ ለመጠበቅ በቂ sardonic ያስደስቱ ጋር ኃይለኛ ድራማ መመሪያ
there back stabbing inter racial desire and most importantly singing and dancing,የኢንተር የዘር ፍላጎት እና በጣም አስፈላጊው ዘመሩ እና ጭፈራ መውጋት የለም ወደ ኋላ
the film sounds like the stuff of lurid melodrama but what makes it interesting as character study is the fact that the story is told from paul perspective,ዘግናኝ melodrama እንጂ ምን ያደርገዋል ቁምፊ ጥናት ሆኖ ማራኪ ያለውን ነገሮች እንደ ፊልሙ ድምጾች ታሪክ ጳውሎስ እይታ አንጻር እንዲህ መሆኑ ነው
jones makes great impression as the writer director of this little $1 million charmer which may not be cutting edge indie filmmaking but has huge heart,ጆንስ ጠርዝ ኢንዲ filmmaking መቁረጥ ግን ግዙፍ ልብ ያለው ሊሆን ይችላል ይህ ትንሽ $ 1 ሚሊዮን በድግምት ጸሐፊ ​​ዳይሬክተር እንደ ትልቅ እንድምታ ያደርጋል
in the disturbingly involving family dysfunctional drama how killed my father french director anne fontaine delivers an inspired portrait of male ridden angst and the emotional blockage that accompanies this human condition,አባቴ ፈረንሳይኛ ዳይሬክተር አን ገደለ እንዴት በአሳሳቢ በተያያዘ የቤተሰብ ከሚያውኩት ድራማ ውስጥ fontaine ይህ የሰው ሁኔታ ያስከትላል መሆኑን ወንድ ተውጣ ጩኸትና የስሜት blockage አንድ በመንፈስ አነሳሽነት የቁም ያቀርባል
below may not mark mr twohy emergence into the mainstream but his promise remains undiminished,ከዚህ በታች አይደለም ማካተት ወደ ምልክት MR twohy ብቅ ግን የገባውን ቃል ቅሪት የማይቀዘቅዝ ይችላል
happily stays close to the ground in spare and simple manner and doesn pummel us with phony imagery or music,በተራራ እና በቀላል መንገድ ወደ መሬት ቅርብ ሆኖ ይቆያል እናም በፎኒ ምስሎችን ወይም ሙዚቃን በመጠቀም ወደታች ይቀመጣል
its sheer dynamism is infectious,በውስጡ ደብዛው dynamism ተላላፊ ነው
for his first attempt at film noir spielberg presents fascinating but flawed look at the near future,ለመጀመሪያው ሙከራው በፊልም Spielberg ውስጥ አስገራሚ ነገር ግን በቅርብ ጊዜ ውስጥ እንከን የለሽ እይታን ያሳያል
